"system_name","namespace","type_name","system_kind","side_hint","purpose_hint","tick_hint","tick_semantics","evidence","needs_runtime_verification","source"
"ProjectM.Presentation.MagicaEndUpdateSystem","ProjectM.Presentation","MagicaEndUpdateSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.MoodSystem","ProjectM.Presentation","MoodSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.OccluderRasterizationDebugSystem","ProjectM.Presentation","OccluderRasterizationDebugSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.OcclusionCullingSystem","ProjectM.Presentation","OcclusionCullingSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.PhysicsRubbleSystem","ProjectM.Presentation","PhysicsRubbleSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.PrefabTextureStreamingInitializationSystem","ProjectM.Presentation","PrefabTextureStreamingInitializationSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.ProxyPrefabSystem","ProjectM.Presentation","ProxyPrefabSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.SequencerPropertiesBakingSystem","ProjectM.Presentation","SequencerPropertiesBakingSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.SetVisionDataSystem","ProjectM.Presentation","SetVisionDataSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.SwapArtWhileRaidedSystem","ProjectM.Presentation","SwapArtWhileRaidedSystem","system","shared/unknown","AI/navigation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.TextureMipStreamingBakingSystem","ProjectM.Presentation","TextureMipStreamingBakingSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.TextureMipStreamingSystem","ProjectM.Presentation","TextureMipStreamingSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.UpdateWallpaperChildPositionsSystem","ProjectM.Presentation","UpdateWallpaperChildPositionsSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.VolumeCompanionSystem","ProjectM.Presentation","VolumeCompanionSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Presentation.WallpaperVariationBakingSystem","ProjectM.Presentation","WallpaperVariationBakingSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.PreviewPlacementBuffSequenceSystem","ProjectM","PreviewPlacementBuffSequenceSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.PreviewPlacementBuffSystem","ProjectM","PreviewPlacementBuffSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ProfessorCoilSystem_Client","ProjectM","ProfessorCoilSystem_Client","type/reference","client","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ProfessorCoilSystem_Server_Destroy","ProjectM","ProfessorCoilSystem_Server_Destroy","type/reference","server","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ProfessorCoilSystem_Server_OnPersistenceLoaded","ProjectM","ProfessorCoilSystem_Server_OnPersistenceLoaded","type/reference","server","persistence","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ProfessorCoilSystem_Server_Spawn","ProjectM","ProfessorCoilSystem_Server_Spawn","type/reference","server","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ProgressAchievementSystem","ProjectM","ProgressAchievementSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ProgressionDependencySystem","ProjectM","ProgressionDependencySystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ProjectileSystem","ProjectM","ProjectileSystem","system","shared/unknown","combat/damage","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ProjectileSystem_Spawn_Client","ProjectM","ProjectileSystem_Spawn_Client","type/reference","client","combat/damage","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RagdollDriverSystem_Destroy","ProjectM","RagdollDriverSystem_Destroy","type/reference","shared/unknown","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RagdollDriverSystem_WriteBones","ProjectM","RagdollDriverSystem_WriteBones","type/reference","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RagdollifyBuffTargetSystem","ProjectM","RagdollifyBuffTargetSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RagdollifySystem_Cleanup","ProjectM","RagdollifySystem_Cleanup","type/reference","shared/unknown","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RagdollifySystem_Setup","ProjectM","RagdollifySystem_Setup","type/reference","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RagdollifySystem_Spawn","ProjectM","RagdollifySystem_Spawn","type/reference","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RandomizedSpawnChainDestroySystem","ProjectM","RandomizedSpawnChainDestroySystem","system","shared/unknown","AI/navigation","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RandomizedSpawnChainSpawnSystem","ProjectM","RandomizedSpawnChainSpawnSystem","system","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RandomizedSpawnChainUpdateSystem","ProjectM","RandomizedSpawnChainUpdateSystem","system","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RandomLifeTimeSystem_Spawn","ProjectM","RandomLifeTimeSystem_Spawn","type/reference","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RconListenerSystem","ProjectM","RconListenerSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToCharacterSpawned_Client","ProjectM","ReactToCharacterSpawned_Client","type/reference","client","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToCharacterSpawnGroup","ProjectM","ReactToCharacterSpawnGroup","group","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToChunkLoadedGroup","ProjectM","ReactToChunkLoadedGroup","group","shared/unknown","persistence","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToDeadGroup","ProjectM","ReactToDeadGroup","group","shared/unknown","scheduling/group boundary","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToDeserializedDebugSettingsSystem_Client","ProjectM","ReactToDeserializedDebugSettingsSystem_Client","type/reference","client","persistence","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToDeserializedDebugSettingsSystem_Server","ProjectM","ReactToDeserializedDebugSettingsSystem_Server","type/reference","server","persistence","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToDeserializeGroup","ProjectM","ReactToDeserializeGroup","group","shared/unknown","persistence","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToDestroyTagGroup","ProjectM","ReactToDestroyTagGroup","group","shared/unknown","scheduling/group boundary","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToEntityHitConsumedGroup","ProjectM","ReactToEntityHitConsumedGroup","group","shared/unknown","combat/damage","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToEquipmentChangedEventGroup","ProjectM","ReactToEquipmentChangedEventGroup","group","shared/unknown","inventory/items","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToInventoryChangedEventGroup","ProjectM","ReactToInventoryChangedEventGroup","group","shared/unknown","inventory/items","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToInventoryChangedSystem","ProjectM","ReactToInventoryChangedSystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToPersistenceLoadedGroup","ProjectM","ReactToPersistenceLoadedGroup","group","shared/unknown","persistence","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToPlayerCharacterSpawnSystem","ProjectM","ReactToPlayerCharacterSpawnSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToSceneLoadedGroup","ProjectM","ReactToSceneLoadedGroup","group","shared/unknown","persistence","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToSpawnGroup","ProjectM","ReactToSpawnGroup","group","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToTileBoundsGroup","ProjectM","ReactToTileBoundsGroup","group","shared/unknown","castle/building","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToTilePositionGroup","ProjectM","ReactToTilePositionGroup","group","shared/unknown","castle/building","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToTransformGroup","ProjectM","ReactToTransformGroup","group","shared/unknown","baking/conversion","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReactToUnitStatChangedEventGroup","ProjectM","ReactToUnitStatChangedEventGroup","group","shared/unknown","entities/spawn","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RecalculateSharedInventorySystem_PersistenceLoaded","ProjectM","RecalculateSharedInventorySystem_PersistenceLoaded","type/reference","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReceiveSerializePersistenceFailedFeedbackEventSystem","ProjectM","ReceiveSerializePersistenceFailedFeedbackEventSystem","system","shared/unknown","AI/navigation","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RecursiveGroup","ProjectM","RecursiveGroup","group","shared/unknown","scheduling/group boundary","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RefinementstationSpawnSystem","ProjectM","RefinementstationSpawnSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RelicDestroySystem","ProjectM","RelicDestroySystem","system","shared/unknown","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemapAbilitySlotsForGamepadSystem","ProjectM","RemapAbilitySlotsForGamepadSystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveBuffOnGameplayEvents","ProjectM","RemoveBuffOnGameplayEvents","type/reference","shared/unknown","AI/navigation","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveBuffOnGameplayEvents_Initialize","ProjectM","RemoveBuffOnGameplayEvents_Initialize","type/reference","shared/unknown","AI/navigation","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveCharmSourceFromVBloods_Hotfix_0_6","ProjectM","RemoveCharmSourceFromVBloods_Hotfix_0_6","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveDeletedSubSceneEntitiesSystem","ProjectM","RemoveDeletedSubSceneEntitiesSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveDestroyedEntityFromSpawnRegionSystem","ProjectM","RemoveDestroyedEntityFromSpawnRegionSystem","system","shared/unknown","AI/navigation","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveECSTransformSystem_RemoveMeInUnity2022AsIveThenServedMyPurposeAndTheTransformUsageFlagsManualOverrideWillHopefullyWork","ProjectM","RemoveECSTransformSystem_RemoveMeInUnity2022AsIveThenServedMyPurposeAndTheTransformUsageFlagsManualOverrideWillHopefullyWork","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveJewelChangedSystem_Client","ProjectM","RemoveJewelChangedSystem_Client","type/reference","client","AI/navigation","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveJewelChangedSystem_Server","ProjectM","RemoveJewelChangedSystem_Server","type/reference","server","AI/navigation","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveJewelChangedSystemBase","ProjectM","RemoveJewelChangedSystemBase","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveLingeringServantMissionBuffsSystem","ProjectM","RemoveLingeringServantMissionBuffsSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RemoveRecommendedTerritoryMarkerSystems","ProjectM","RemoveRecommendedTerritoryMarkerSystems","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RepairBrokenEquippedSystem","ProjectM","RepairBrokenEquippedSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RepairBrokenInventoryItemsSystem","ProjectM","RepairBrokenInventoryItemsSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RepairDoubleVBloodSpawnedSystem","ProjectM","RepairDoubleVBloodSpawnedSystem","system","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RepairItemSystem","ProjectM","RepairItemSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReplaceAbilityOnSlotSystem","ProjectM","ReplaceAbilityOnSlotSystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReplaceAbilityOnSlotWhenMountedBuffSystem_Destroy","ProjectM","ReplaceAbilityOnSlotWhenMountedBuffSystem_Destroy","type/reference","shared/unknown","ability/casting","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReplaceDropTablesByChunkSystem","ProjectM","ReplaceDropTablesByChunkSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ReplaceMapIconNamesByChunkSystem","ProjectM","ReplaceMapIconNamesByChunkSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Replays.ClientReplayPlayerSystem","ProjectM.Replays","ClientReplayPlayerSystem","system","shared/unknown","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Replays.ClientReplayRecorderSystem","ProjectM.Replays","ClientReplayRecorderSystem","system","shared/unknown","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Replays.SerializeReplaySnapshotSystem","ProjectM.Replays","SerializeReplaySnapshotSystem","system","shared/unknown","persistence","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ResetBuffAgeEventSystem_Client","ProjectM","ResetBuffAgeEventSystem_Client","type/reference","client","buffs/effects","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ResetBuffAgeEventSystem_Server","ProjectM","ResetBuffAgeEventSystem_Server","type/reference","server","buffs/effects","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ResetBuffEventSystem_Server","ProjectM","ResetBuffEventSystem_Server","type/reference","server","buffs/effects","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ResetCreateGameplayEventOnTickOnStacksChangedSystem","ProjectM","ResetCreateGameplayEventOnTickOnStacksChangedSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ResetCreateGameplayEventOnTickWhenCastingSystem","ProjectM","ResetCreateGameplayEventOnTickWhenCastingSystem","system","shared/unknown","ability/casting","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RespawnAiEventSystem","ProjectM","RespawnAiEventSystem","system","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RespawnCharacterSystem","ProjectM","RespawnCharacterSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RespawnPointSpawnSystem","ProjectM","RespawnPointSpawnSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
